-1.881320908295953984e+02 -3.843265735875099267e+02
-9.494647288274940138e+02 -6.309344376782078712e+01
-4.031358279679710108e+02 -2.918037727378757040e+02
-6.258716746213701754e+02 -1.191569690559101247e+02
-9.569836677277688750e+02 -1.729424034280818319e+02
-6.551003760264354696e+02 -1.355976751143774095e+02
-1.134668910288849929e+03 -1.709366040784235565e+02
-5.798530233427454732e+02 -3.415122244351573499e+02
-1.009901763235211547e+02 -1.265838005077310839e+02
-9.269566190512306321e+02 -1.062206507176441619e+02
-9.507439474943774940e+02 -8.191120792016161545e+01
-9.782809768174969349e+02 -8.694594408897708604e+01
-9.204355757867916736e+02 -1.167744705932929463e+02
-9.099437937296169139e+02 -1.898551383237756340e+01
-9.573774594898145551e+02 -1.331027734793547097e+02
-1.307464349039971694e+02 -3.721056881922743997e+01
-8.829274827763036910e+02 -5.466713186755475817e+01
-1.588064705045296705e+02 -2.621630022830352047e+01
-1.028363045874894084e+02 -6.057322531316404479e+01
-1.913528604955873504e+02 -3.017965833395905406e+02
-4.510695025368487165e+01 -7.434009557063779994e+01
-6.463235285388115017e+02 -1.008966809744285342e+02
-9.417722573129257171e+02 -1.467740757886474512e+02
-4.390518894197599309e+01 -5.168439242586121196e+01
-6.998047834299670740e+02 -6.425842244421914984e+01
-7.982922103315734148e+02 -2.341723806931052536e+02
-4.207253648450698620e+02 -2.361838151625128717e+02
-4.556026395785255545e+01 -5.652049037856622959e+01
-9.297296973968523162e+02 -4.053359667730398996e+01
-1.119491151655106705e+03 -2.102234547506910189e+02
-7.532335162075753487e+02 -2.321833658642312059e+02
-1.144389130181056089e+02 -7.492803714911921986e+01
-3.352942786489366256e+01 -1.211084925221809812e+02
-2.270736723327031257e+02 -3.800199247513129990e+02
-1.166410808778809724e+03 -1.621440205946135791e+02
-9.409512716949072910e+02 6.402785131170886324e+00
-6.881771279548498796e+02 -3.557133410160884637e+02
-6.808399388537374080e+02 -1.831356925765284700e+02
-1.839512729313895250e+02 -3.921262530944278524e+02
-1.786990048843563557e+02 -3.403421485873311667e+02
-1.183602980853349038e+02 -4.647617169013389571e+01
-3.827705534875826743e+02 -2.784883831308904973e+02
-1.169554182463572715e+03 -1.328083675018367842e+02
-9.854576853787480104e+02 -1.374796321625197209e+02
-9.458871985730646657e+02 -8.726401364953201778e+01
-8.487060700339216055e+02 -3.241301500528045381e+02
-8.422523411997907488e+02 -2.536991116342776706e+02
-7.047615614254486900e+02 -3.374611056640434299e+02
-9.486350920268554319e+02 -4.849321204547856468e+01
-8.964119622835047494e+02 -3.872955692283670714e+01
-6.720697446365707037e+02 -1.263660023486319375e+02
-1.377094996083826004e+02 -2.991393532064058718e+02
-4.476821223067946107e+02 -1.793284596372902797e+02
-1.416700187623739566e+03 -8.394482044060619330e+01
-9.952282714843856866e+02 -1.235332273230741151e+02
-4.991685401650423159e+01 -9.678746862087662350e+01
-9.521788258271958512e+02 -8.746643114809765507e+01
-7.067846444067224638e+02 -2.874143841638309738e+01
-1.355785074234045453e+02 -3.731382616216200176e+01
-1.029435387115688911e+02 -3.797925620756525973e+02
-5.806037579838703095e+02 -1.831720687780443200e+02
-9.481061942297847054e+02 -1.656668956569501177e+02
-1.475061963223385192e+03 -3.037241670776916180e+02
-9.387665044523847655e+02 -2.504871001676735531e+01
-1.033637144352531550e+03 -1.437176435182781802e+02
-8.942477074212365551e+02 -3.538832685117758103e+01
-9.423785165521103409e+02 -6.509489875672797154e+01
-6.603882053375006080e+02 -1.093793397663517055e+02
